,Pos,P+,Artist and Title,Days,Pk,(x?),Pts,Pts+,TPts,UK,DE,FR,IT,RU,AT,BE,CH,ES,NL,DK,IE,LU,NO,SE,PL,PT,TR,CZ,FI,GR,HU,RO,SI,SK,UA,BG,BY,CY,EE,LT,LV,MD,MT,DATE
131,132,-26,ÐÐµÐ½Ñ Ð¢ÑÐ¾ÑÐ¸Ð¼Ð¾Ð² & ÐÐ¾Ð¼Ð½Ð°ÑÐ° ÐºÑÐ»ÑÑÑÑÑ - ÐÐ¾ÐµÐ·Ð´Ð°,47,79,,1793,-146,0.107,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
132,133,NEW,Journey - Don't Stop Believin',81,35,,1793,1246,1.316,,151.0,,198.0,,23.0,45.0,,,,,108.0,,,81.0,,,,,,,,,,,,,,,,,,,,2024-06-30
133,134,-65,Gigi d'Agostino - L'amour toujours,41,14,,1792,-619,0.467,,35.0,,156.0,,,,125.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,2024-06-30
134,135,+22,NÐ® - ÐÐ¸ÐºÑÐ¾,677,46,,1759,163,1.499,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
135,136,-72,Helena - Nouveau cÅur,10,26,,1743,-743,0.029,,,46.0,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
136,137,NEW,Coldplay X BTS - My Universe,237,1,(x4),1737,1737,2.009,26.0,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
137,138,NEW,Jessie Ware & Romy - Lift You Up,1,138,,1727,1727,0.002,59.0,,,,,,199.0,,98.0,94.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
138,139,+20,Mxm & Chris van Dutch - Major Tom,9,125,,1725,159,0.023,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
139,140,-41,Ultimo - Quel filo che ci unisce,13,63,,1725,-273,0.04,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
140,141,-23,Basta - ÐÐ° Ð·Ð°ÑÐµ,214,60,,1725,-140,0.455,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
141,142,NEW,Loreen - Euphoria,412,14,,1720,1157,4.506,,,,,,186.0,,,140.0,,112.0,143.0,31.0,67.0,77.0,,,,,39.0,44.0,,38.0,21.0,,,,,9.0,9.0,10.0,20.0,,11.0,2024-06-30
142,143,NEW,Lykke Li - I Follow Rivers,564,29,,1707,1090,4.805,,,144.0,,,,,,,,,116.0,26.0,,,57.0,31.0,94.0,,,33.0,26.0,12.0,,,,19.0,,,,31.0,,,,2024-06-30
143,144,-36,Gala - Freed from Desire,256,25,,1695,-234,0.987,152.0,,102.0,,,,,8.0,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,2024-06-30
144,145,+2,Chayanne - Bailando Bachata,99,63,,1694,62,0.412,,,,,,85.0,,34.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
145,146,=,AC/DC - Thunderstruck,330,28,,1693,36,2.927,149.0,,,146.0,176.0,,,37.0,,,,,,,,83.0,,,,,,47.0,32.0,43.0,,,20.0,,,,,25.0,,,2024-06-30
146,147,-36,Dua Lipa - These Walls,7,39,,1692,-209,0.019,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
147,148,+19,Lazza - 100 MESSAGGI,122,33,,1692,215,0.288,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
148,149,NEW,AP$ENT - Can I Come with You,44,81,,1692,874,0.084,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
149,150,NEW,Justin Timberlake - CAN'T STOP THE FEELING,1356,1,(x83),1683,783,9.476,,,,,,,,,139.0,,,148.0,,,89.0,62.0,56.0,,32.0,,,19.0,,8.0,11.0,,24.0,,25.0,11.0,20.0,27.0,,38.0,2024-06-30
150,151,-30,"FiNCH, SDP & Phil The Beat - Abenteuerland",10,56,,1659,-134,0.023,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
151,152,NEW,MÃ¥neskin - VALENTINE,155,4,,1659,928,0.396,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
152,153,-61,Ghali - Paprika,52,48,,1659,-407,0.108,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
153,154,NEW,Monetochka - Ð¡ÐµÐ»ÑÑÐ°ÑÐ¼,17,129,,1659,872,0.042,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
154,155,NEW,BE:FIRST X ATEEZ - Hush-Hush,1,155,,1653,1653,0.002,,,,,36.0,,,,104.0,,,,,,47.0,,,,,,,,,,,,,,,,,,,,2024-06-30
155,156,-98,Tokio Hotel - Home,3,58,,1643,-1012,0.006,,41.0,,,,80.0,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
156,157,-90,Dua Lipa - Illusion,48,6,,1635,-811,0.21,31.0,,,,,,,,,151.0,,62.0,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
157,158,+40,Elettra Lamborghini & Shade - DIRE FARE BACIARE,14,50,,1631,349,0.033,,,,58.0,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
158,159,+12,Articolo 31 - PEYOTE,41,70,,1627,178,0.08,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
159,160,-27,TiÃ«sto & Ava Max - The Motto,853,2,(x3),1627,-98,3.351,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
160,161,+54,La petite culotte - La goffa Lolita,465,28,,1621,403,1.143,,,25.0,,,,,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
161,162,-25,Post Malone - I Had Some Help,52,8,,1613,-100,0.222,42.0,180.0,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
162,163,+10,ESTL - Voyage voyage,7,79,,1596,155,0.026,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
163,164,+27,Rose Villain - CLICK BOOM,105,65,,1596,280,0.244,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
164,165,-25,Wallem - Ð¥Ð°ÑÐ¸Ð·Ð¼Ð°,101,49,,1596,-96,0.206,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
165,166,-5,Marco Schuitmaker - Engelbewaarder,377,52,,1584,32,0.961,,,,,,,15.0,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
166,167,+16,Korol I Shut - ÐÑÐºÐ»Ð° ÐºÐ¾Ð»Ð´ÑÐ½Ð°,178,104,,1566,199,0.608,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
167,168,-70,Louane - La pluie,3,55,,1554,-447,0.006,,,28.0,,,,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
168,169,-31,Lost Frequencies & Bastille - Head Down,146,11,,1550,-159,0.451,,67.0,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
169,170,-15,Helena - Summer Body,7,35,,1547,-52,0.019,,,31.0,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
170,171,+70,Irama - Galassie,35,39,,1536,429,0.083,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
171,172,+52,Basta - Ð¯ Ð½Ð°Ð¹Ð´Ñ ÑÐµÐ±Ñ ÑÐµÑÐµÐ· Ð²ÐµÐºÐ°,20,57,,1536,363,0.044,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
172,173,+71,CÃ©line Dion - Love Again,8,7,,1517,418,0.038,98.0,,131.0,,,38.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,2024-06-30
173,174,+18,Mahmood - TUTA GOLD,128,17,,1507,195,0.35,,,,29.0,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
174,175,NEW,Adriano Celentano - Amore No,1,175,,1506,991,0.004,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
175,176,-16,Gayle - abcdefu,675,2,(x18),1506,-60,3.512,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
176,177,NEW,Rema - Calm Down,581,4,,1485,1145,3.494,,,45.0,,,,,67.0,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,2024-06-30
177,178,-69,Jax Jones & Zoe Wees - Never Be Lonely,136,24,,1483,-441,0.349,,39.0,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
178,179,NEW,Ghali - Casa Mia,106,30,,1477,1477,0.276,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
179,180,NEW,Vladimir Presnyakov Jr. - Ð£ ÑÐµÐ±Ñ ÐµÑÑÑ Ñ,84,112,,1477,431,0.462,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
180,181,-77,Aditotoro & paulomuc - FÃ¼llkrug,8,104,,1469,-479,0.027,,30.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
181,182,-56,Ella Henderson - Alibi,170,19,,1464,-296,0.386,35.0,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
182,183,-48,Joost - The Bird Song,4,77,,1454,-266,0.007,,,,,,,50.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
183,184,-21,5UTRA & ÐÐ°Ð½Ñ ÐÐ¼Ð¸ÑÑÐ¸ÐµÐ½ÐºÐ¾ - ÐÐµ Ð¿ÑÐµÐ´ÑÑÐ°Ð²Ð»ÑÐµÑÑ,53,104,,1449,-87,0.132,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
184,185,NEW,Mark Ronson - Uptown Funk,822,1,(x5),1429,566,8.938,,,,,,,96.0,107.0,138.0,,,123.0,,,,81.0,,,49.0,143.0,,32.0,80.0,24.0,31.0,,31.0,,18.0,41.0,,,,,2024-06-30
185,186,NEW,"Daft Punk, Pharrell Williams & Nile Rodgers - Get Lucky",90,50,,1424,879,0.473,,,,,,,,108.0,,,,,,,,58.0,38.0,,46.0,,,,45.0,26.0,35.0,,18.0,22.0,,34.0,32.0,41.0,,28.0,2024-06-30
186,187,NEW,Ed Sheeran - Thinking Out Loud,1270,2,(x4),1423,733,8.999,,,,,,,,,145.0,,,,,,,78.0,43.0,,50.0,,,,22.0,14.0,22.0,,23.0,,13.0,25.0,42.0,49.0,,13.0,2024-06-30
187,188,-40,"Orville Peck, Kylie Minogue & Diplo - Midnight Ride",24,10,,1421,-206,0.078,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
188,189,-44,ANNA & GuÃ¨ - BIKINI,3,113,,1421,-238,0.005,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
189,190,NEW,Airfox - Vibe,10,91,,1421,470,0.028,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
190,191,-35,Geolier & Ultimo - L'ULTIMA POESIA,101,32,,1394,-202,0.245,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
191,192,+11,Cassette - My Way,1053,54,,1394,128,2.182,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
192,193,-90,Billie Eilish - LUNCH,45,8,,1384,-577,0.246,131.0,137.0,,200.0,,,125.0,49.0,,134.0,,,,,,,,79.0,,,,,,,,,,,,,,,,,2024-06-30
193,194,-30,Alvaro Soler - Te Imaginaba,3,48,,1370,-152,0.006,,48.0,,,,,178.0,101.0,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
194,195,NEW,Joseph Kamel & Julien DorÃ© - Beau,80,44,,1367,341,0.183,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
195,196,-17,Elodie - Black Nirvana,31,34,,1367,-28,0.067,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
196,197,+43,Slimane - RÃ©sister,14,23,,1357,250,0.039,,,35.0,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
197,198,+34,Cher - Believe,3,125,,1348,198,0.167,,,62.0,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
198,199,NEW,Keane - Somewhere Only We Know,10,92,,1341,275,0.405,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
199,200,NEW,Tors - Anything Can Happen,1,200,,1341,476,0.003,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
200,1,=,Jimin & Loco - Smeraldo Garden Marching Band,4,1,(x4),16833,-4331,0.088,15.0,25.0,37.0,15.0,1.0,5.0,74.0,1.0,3.0,46.0,26.0,,,,5.0,2.0,,4.0,,4.0,,2.0,3.0,,,29.0,14.0,4.0,30.0,1.0,12.0,6.0,3.0,8.0,2024-07-01
201,2,=,Coldplay - feelslikeimfallinginlove,11,1,(x4),15726,247,0.17,1.0,4.0,14.0,8.0,,11.0,5.0,2.0,11.0,17.0,18.0,9.0,,,22.0,,,,,,2.0,,106.0,,,,,,,,,,,,2024-07-01
202,3,=,Disturbed - The Sound of Silence,877,1,(x69),14962,-47,6.684,32.0,16.0,1.0,38.0,,35.0,8.0,3.0,7.0,12.0,7.0,,,,,1.0,1.0,138.0,1.0,6.0,,1.0,32.0,40.0,1.0,54.0,2.0,,,,38.0,,,,2024-07-01
203,4,=,Eminem - Houdini,32,1,(x16),13474,-775,0.553,6.0,3.0,41.0,11.0,,1.0,3.0,6.0,,21.0,12.0,30.0,,7.0,,,,154.0,,,,,,,,,,,,,,,,,2024-07-01
204,5,=,Benson Boone - Beautiful Things,165,1,(x5),12963,-10,2.36,7.0,24.0,7.0,17.0,,7.0,15.0,9.0,8.0,,,14.0,,,,7.0,,143.0,,,,,,,,,,,,,,,,,2024-07-01
205,6,=,"Jaxomy, Agatino Romero & Raffaella CarrÃ - Pedro",94,1,(x1),11402,-1420,1.212,,11.0,,33.0,19.0,3.0,4.0,16.0,6.0,11.0,29.0,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,2024-07-01
206,7,=,Teddy Swims - Lose Control,327,1,(x3),11326,-396,3.215,22.0,29.0,18.0,52.0,,9.0,25.0,15.0,38.0,30.0,27.0,27.0,,,,,2.0,32.0,,,,,,,,,,,,,,,,,2024-07-01
207,8,+2,Sabrina Carpenter - Espresso,81,7,,10798,-348,0.615,19.0,19.0,4.0,91.0,,,19.0,56.0,55.0,34.0,15.0,6.0,,3.0,2.0,,,118.0,14.0,,,,,,,,,,,,,,,,2024-07-01
208,9,-1,Cyril - Stumblin' In,228,5,,10764,-886,2.098,,6.0,3.0,,,4.0,6.0,4.0,19.0,4.0,,,,,40.0,99.0,,,5.0,,,,,,,,,,,,,,,,2024-07-01
209,10,+1,Artemas - i like the way you kiss me,99,3,(x1),10693,668,1.171,114.0,8.0,9.0,23.0,,21.0,9.0,117.0,21.0,,,18.0,,10.0,,5.0,,28.0,,,,,,,,,,,,,,,,,2024-07-01
210,11,-2,David Guetta & OneRepublic - I Don't Wanna Wait,88,3,(x1),10404,-1163,0.925,20.0,15.0,8.0,,,10.0,44.0,7.0,,36.0,14.0,5.0,,,11.0,,,,,,,,,,,,,,,,,,,,2024-07-01
211,12,+2,BeyoncÃ© - TEXAS HOLD 'EM,141,1,(x18),9756,885,2.103,76.0,9.0,11.0,53.0,,13.0,24.0,14.0,43.0,75.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
212,13,=,Hozier - Too Sweet,101,7,,9441,275,0.675,16.0,23.0,25.0,60.0,,8.0,30.0,19.0,,,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
213,14,-2,Shaboozey - A Bar Song,81,9,,9169,-289,0.529,2.0,17.0,,,,2.0,83.0,25.0,,25.0,4.0,1.0,,8.0,9.0,,,,,,,,,,,,,,,,,,,,2024-07-01
214,15,+2,Coldplay - A Sky Full of Stars,1371,1,(x17),7876,1002,9.114,5.0,,34.0,107.0,,,,31.0,191.0,43.0,21.0,7.0,,,3.0,100.0,25.0,,7.0,,46.0,58.0,46.0,17.0,,,,50.0,8.0,,26.0,26.0,,,2024-07-01
215,16,+2,Dasha - Austin,115,11,,6856,452,0.572,23.0,18.0,134.0,,,14.0,28.0,20.0,,92.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
216,17,+2,Myles Smith - Stargazing,53,15,,6376,60,0.261,3.0,51.0,,79.0,,23.0,41.0,57.0,,63.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
217,18,-2,Christine and the Queens - Full of life,29,13,,6334,-1255,0.182,13.0,36.0,53.0,32.0,,45.0,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
218,19,+2,Mark Ambor - Belong Together,104,10,,6221,709,0.639,35.0,28.0,,,,6.0,87.0,24.0,,55.0,44.0,13.0,,,,,,,,,,,7.0,,,,,,,,,,,,2024-07-01
219,20,+2,Teddy Swims - The Door,159,14,,5915,432,0.595,10.0,,20.0,,,,78.0,12.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
220,21,+2,Dua Lipa - Training Season,137,1,(x1),5293,-34,1.092,40.0,87.0,13.0,88.0,,,80.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
221,22,+5,floyymenor & Cris Mj - Gata Only,82,17,,5284,415,0.314,,68.0,19.0,55.0,,,51.0,58.0,,65.0,45.0,,,,,,3.0,,,,,,,,,,,,,,,,,,2024-07-01
222,23,+14,"Adam Port, Stryv, Keinemusik, Orso & Malachiii - Move",22,21,,5210,1544,0.068,194.0,56.0,81.0,41.0,,56.0,46.0,132.0,53.0,27.0,,,,,,,,54.0,,,,,56.0,,,,,,,,,,,,2024-07-01
223,24,+34,BABYMONSTER - FOREVER,2,24,,5177,2214,0.008,,122.0,27.0,,38.0,27.0,,,26.0,123.0,,,,,,,,23.0,,,,,11.0,,,,,,,,,,,,2024-07-01
224,25,-1,Billie Eilish - BIRDS OF A FEATHER,46,13,,5108,-92,0.261,18.0,42.0,,,,,106.0,60.0,17.0,98.0,,36.0,,,,,,,,,3.0,,,,,,,,,,,,,,2024-07-01
225,26,+5,Sabrina Carpenter - Please Please Please,25,17,,5061,681,0.12,21.0,63.0,,,,53.0,48.0,,,,19.0,11.0,,2.0,,13.0,,,,,,,,,,,,,,,,,,,2024-07-01
226,27,-7,"Jax Jones, Joel Corry & Jason Derulo - Tonight",4,15,,5037,-524,0.026,39.0,37.0,,135.0,,60.0,53.0,5.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
227,28,+22,Coldplay - Fix You,98,25,,4926,1734,1.416,4.0,131.0,118.0,47.0,,,,,37.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
228,29,-4,Coldplay - Viva la Vida,571,6,,4756,-374,3.056,8.0,104.0,49.0,67.0,,,,96.0,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
229,30,+11,KAROL G - Si Antes Te Hubiera Conocido,11,30,,4541,988,0.036,,119.0,143.0,30.0,,,,17.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
230,31,+7,Jax - too young to be old,2,31,,4503,839,0.009,50.0,52.0,89.0,,,25.0,,43.0,,,,47.0,,11.0,,,,,19.0,,,,,,,,,,,,,,,,2024-07-01
231,32,-17,LISA - Rockstar,4,2,(x1),4180,-3768,0.042,94.0,75.0,72.0,126.0,,,,,18.0,,20.0,,,,20.0,,,8.0,,,,,,,,,,,,,10.0,40.0,4.0,,2024-07-01
232,33,-5,Taylor Swift - Fortnight,74,6,,4014,-463,0.556,97.0,27.0,43.0,,,,50.0,126.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
233,34,+12,Dua Lipa - Houdini,233,1,(x21),3968,607,2.241,52.0,93.0,38.0,,,,38.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
234,35,-9,Snollebollekes - Links Rechts,20,17,,3955,-1023,0.519,,7.0,,,,,,37.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
235,36,-6,"Meduza, OneRepublic & Leony - Fire",53,16,,3800,-604,0.215,,13.0,,,,43.0,90.0,22.0,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
236,37,+2,Tananai & Annalisa - STORIE BREVI,27,29,,3626,17,0.092,,,,1.0,,,,13.0,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
237,38,+5,Elton John & Dua Lipa - Cold Heart,1036,1,(x164),3505,95,8.826,47.0,,104.0,,27.0,,66.0,,,,,,,,,98.0,,,,,,,,,,,,17.0,,,16.0,,77.0,,2024-07-01
238,39,-7,Adele - Hello,2721,1,(x116),3503,-688,11.436,,,,,73.0,134.0,,,185.0,,148.0,100.0,20.0,62.0,151.0,64.0,26.0,,47.0,69.0,37.0,32.0,30.0,2.0,18.0,43.0,15.0,,4.0,49.0,14.0,10.0,49.0,11.0,2024-07-01
239,40,+16,Zaho de Sagazan - La symphonie des Ã©clairs,211,21,,3490,389,0.671,,,2.0,147.0,,,92.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
240,41,+26,Coldplay - Hymn for the Weekend,436,2,(x10),3384,758,5.216,25.0,,61.0,,,,,77.0,,,,22.0,,,,,,,72.0,,,,63.0,,32.0,,,67.0,32.0,,,,,41.0,2024-07-01
241,42,+13,The Kolors - Italodisco,408,3,(x1),3338,231,1.993,,71.0,,37.0,,19.0,,48.0,,,,,,,,117.0,,,,,,,,,,,,,,,,,,,2024-07-01
242,43,-9,Peter Schilling - Major Tom,40,29,,3317,-675,0.202,,1.0,,,,39.0,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
243,44,-8,Taylor Swift - Cruel Summer,370,1,(x2),3288,-453,1.486,34.0,94.0,56.0,,,,100.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
244,45,-12,Miley Cyrus - Flowers,536,1,(x137),3199,-843,6.704,104.0,54.0,52.0,127.0,,,45.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,2024-07-01
245,46,+40,Imagine Dragons - Wake Up,4,46,,3157,861,0.009,109.0,49.0,,99.0,,67.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
246,47,+31,Coldplay - The Scientist,7,47,,3119,760,0.352,11.0,,113.0,,,,72.0,110.0,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
247,48,-6,Wyn Starks - Who I Am,6,28,,3090,-337,0.022,57.0,89.0,31.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
248,49,+14,Slimane - Mon amour,236,1,(x1),3028,260,0.801,,,10.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
249,50,+11,Alessandra Amoroso - Mezzo Rotto,32,32,,3001,186,0.096,,,,3.0,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
250,51,=,Coldplay - Yellow,39,51,,2985,-158,0.479,9.0,,69.0,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
251,52,=,The Kolors - KARMA,60,29,,2966,-156,0.155,,,,4.0,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
252,53,-24,DJ Tons - Always Remember Us This Way,163,7,,2899,-1538,0.756,142.0,33.0,77.0,132.0,,,111.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
253,54,-14,Lady Gaga - Always Remember Us This Way,1579,2,(x6),2856,-741,8.27,198.0,,98.0,110.0,,,32.0,76.0,34.0,,,,,,,133.0,,,56.0,,,,79.0,,25.0,,42.0,,,,,,,,2024-07-01
254,55,-11,Coldplay - Adventure of a Lifetime,324,2,(x32),2832,-559,4.595,26.0,,,,,17.0,,,,,,,,,,138.0,,,,,,,60.0,34.0,,,,,,,46.0,41.0,,48.0,2024-07-01
255,56,+18,Ed Sheeran - Shape of You,2503,1,(x102),2806,345,12.35,,,,,,146.0,,45.0,196.0,,,,33.0,,,68.0,29.0,,48.0,,38.0,29.0,36.0,14.0,19.0,51.0,18.0,16.0,5.0,65.0,32.0,30.0,51.0,29.0,2024-07-01
256,57,+28,Carbonne - Imagine,60,41,,2778,477,0.127,,,5.0,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
257,58,-13,Ed Sheeran - Perfect,2515,1,(x52),2767,-607,13.144,,125.0,,106.0,147.0,149.0,64.0,,,,,,,,14.0,73.0,,,50.0,,,30.0,31.0,19.0,23.0,,43.0,62.0,20.0,,,50.0,63.0,16.0,2024-07-01
258,59,-2,Lady Gaga & Bradley Cooper - Shallow,2097,1,(x170),2752,-229,15.972,,,160.0,108.0,,,,,29.0,,,,,,,69.0,39.0,,46.0,,45.0,31.0,,11.0,17.0,69.0,21.0,,10.0,71.0,24.0,32.0,,28.0,2024-07-01
259,60,+41,Coldplay - Paradise,164,32,,2743,666,2.582,17.0,,101.0,,,,,,,,,24.0,,,,,,,9.0,,,,,,,,,,,,,,,,2024-07-01
260,61,-26,Ricchi & Poveri - SarÃ perchÃ© ti amo,416,10,,2740,-1105,1.477,,60.0,103.0,,,33.0,34.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
261,62,-15,"$OHO BANI, Herbert Groenemeyer & Ericson - ZEIT, DASS SICH WAS DREHT",92,43,,2671,-685,0.197,,10.0,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
262,63,+50,Roland Kaiser - Mein Geheimnis,11,30,,2643,695,0.03,,21.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
263,64,+2,The Weeknd - Blinding Lights,1243,1,(x106),2631,-13,10.27,81.0,,60.0,69.0,,,,46.0,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,2024-07-01
264,65,+33,Fedez & Emis Killa - SEXY SHOP,32,38,,2595,491,0.079,,,,7.0,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
265,66,+10,Tony Effe & GAIA - SESSO E SAMBA,40,41,,2557,154,0.097,,,,2.0,,,,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
266,67,-13,ADELE - Rolling In the Deep,2565,9,,2527,-580,8.531,,,,,,,,72.0,177.0,,141.0,,,47.0,134.0,74.0,16.0,,51.0,37.0,31.0,27.0,42.0,5.0,41.0,,16.0,,7.0,72.0,27.0,17.0,,21.0,2024-07-01
267,68,-3,ADELE - Someone Like You,2587,12,,2520,-211,8.355,,,,,,,,,176.0,,130.0,,17.0,43.0,138.0,72.0,15.0,,57.0,44.0,33.0,33.0,34.0,4.0,,,19.0,66.0,6.0,64.0,22.0,14.0,,12.0,2024-07-01
