,Artist,Streams,Daily,As lead,Solo,As feature
426,Macklemore & Ryan Lewis,6528.9,1.984,3617.5,112.8,2911.4
427,Wesley Safadão,6525.0,3.476,4580.4,2631.4,1944.7
428,Hailee Steinfeld,6515.9,1.13,5904.7,2374.2,611.2
429,Nicki Nicole,6515.7,2.93,2349.3,982.7,4166.4
430,Johnny Cash,6513.4,2.349,5655.0,4787.7,858.4
431,Avenged Sevenfold,6510.7,3.064,6505.8,6497.9,5.0
432,Vicente Fernández,6505.2,4.195,6308.2,6208.0,197.0
433,Three Days Grace,6496.7,3.403,6320.3,6294.1,176.5
434,Los Ángeles Azules,6492.2,3.196,6254.5,2231.3,237.7
435,Pearl Jam,6463.1,2.782,6463.1,6450.2,
436,Noriel,6462.9,4.149,723.4,175.3,5739.5
437,Nelly,6436.7,2.807,5392.7,1946.3,1044.0
438,Thomas Rhett,6431.9,3.063,5944.2,4778.4,487.7
439,Steve Aoki,6428.7,1.363,3424.8,40.2,3003.8
440,Bazzi,6422.9,1.25,6373.0,5365.9,49.9
441,Ryan Lewis,6419.3,2.085,,,6419.3
442,Tiago PZK,6397.2,2.896,3330.4,594.4,3066.8
443,Ana Castela,6382.4,3.648,2130.0,1129.3,4252.4
444,Calum Scott,6365.7,2.262,4128.1,3518.9,2237.6
445,YNW Melly,6359.7,1.988,5825.4,3868.2,534.3
446,Phil Collins,6345.8,3.41,5805.0,5709.7,540.8
447,The Police,6325.0,3.611,6325.0,6312.9,
448,TV Girl,6316.1,6.033,5965.2,5925.1,350.9
449,NewJeans,6314.5,3.443,6071.2,6052.3,243.3
450,Moneybagg Yo,6313.2,2.505,3915.5,2127.1,2397.7
451,Céline Dion,6268.3,2.832,5950.0,5222.5,318.3
452,Jason Mraz,6268.3,1.966,6085.6,5147.2,182.7
453,Dean Lewis,6256.3,2.907,5792.4,5687.9,463.9
454,Dire Straits,6231.6,3.868,6231.6,6231.5,
455,Lizzo,6195.0,1.116,6062.1,4965.5,132.9
456,JID,6194.9,2.132,2386.5,978.2,3808.5
457,Alec Benjamin,6184.7,1.888,5947.4,5743.4,237.3
458,benny blanco,6179.4,3.522,4109.0,3.7,2070.5
459,Jason Aldean,6175.2,3.149,5898.7,5467.0,276.5
460,The Smiths,6111.2,4.504,6111.2,6111.2,
461,Bryan Adams,6107.0,3.615,5822.3,5317.7,284.8
462,Deftones,6050.9,5.159,6050.9,6030.2,
463,Nelly Furtado,5999.2,3.63,5224.1,2754.3,775.1
464,LANY,5974.6,3.097,5189.9,5124.5,784.7
465,Ski Mask The Slump God,5958.1,1.239,4036.8,2641.5,1921.3
466,Tom Odell,5952.7,3.848,5588.1,5029.4,364.6
467,GIMS,5939.8,5.974,4795.0,2425.4,1144.8
468,Mustard,5900.3,1.458,3123.2,4.0,2777.1
469,Luan Santana,5894.6,3.327,5056.7,3763.3,838.0
470,Galantis,5894.2,1.14,5150.3,2974.1,743.9
471,R3HAB,5889.8,1.379,3682.1,111.7,2207.7
472,Outkast,5880.1,2.518,5630.9,5101.3,249.2
473,Train,5879.2,2.255,5579.9,5436.2,299.3
474,Zion,5840.4,2.613,1210.0,413.4,4630.4
475,Amitabh Bhattacharya,5828.6,5.637,6.5,,5822.1
476,iann dior,5824.6,1.065,2689.2,1448.3,3135.4
477,George Ezra,5820.4,1.612,5820.4,5654.1,
478,Sachin-Jigar,5814.9,6.36,3986.6,15.3,1828.3
479,Fifth Harmony,5811.2,1.341,5512.6,2231.9,298.6
480,Original Broadway Cast of Hamilton,5802.1,3.237,678.7,678.7,5123.3
481,Trey Songz,5796.5,1.538,4157.1,2899.6,1639.4
482,will.i.am,5788.9,2.491,2515.0,479.4,3273.9
483,TOMORROW X TOGETHER,5772.1,3.162,5530.7,4860.7,241.4
484,MGMT,5766.6,2.662,4103.2,4085.4,1663.5
485,B.o.B,5766.2,2.154,3902.2,489.9,1864.0
486,Bibi und Tina,5764.1,3.304,5764.1,5202.0,
487,Luciano,5752.6,2.211,3908.3,2563.6,1844.3
488,Grupo Marca Registrada,5708.3,4.396,4440.7,2419.9,1267.6
489,Jesse & Joy,5693.4,2.611,4951.5,3648.2,741.9
490,Rich The Kid,5690.6,1.088,2582.6,1267.7,3108.0
491,Pablo Alborán,5689.7,2.162,4598.3,3379.4,1091.4
492,Ricky Martin,5680.1,1.834,4846.1,2354.4,834.0
493,The Cure,5664.0,2.629,5661.2,5607.2,2.7
494,Korn,5661.4,3.168,5643.1,5176.0,18.3
495,beabadoobee,5649.2,4.732,3721.6,3228.6,1927.6
496,Gera MX,5625.6,2.759,3541.7,1237.4,2083.9
497,Juan Gabriel,5618.6,3.099,5219.9,4407.9,398.7
498,Chappell Roan,5613.6,8.57,5613.6,5611.3,
499,Teddy Swims,5590.8,10.298,4889.6,4533.1,701.2
500,Chief Keef,5578.3,2.56,4133.1,2726.7,1445.2
501,Glee Cast,5556.8,1.108,5556.8,4685.4,
502,AFROJACK,5548.5,2.174,1598.1,78.9,3950.4
503,Damso,5546.5,4.975,3718.0,3287.7,1828.5
504,Macklemore & Ryan Lewis,5543.4,1.859,2632.1,,2911.4
505,Flume,5536.0,1.336,4538.2,804.6,997.8
506,24kGoldn,5523.1,0.867,4278.1,1355.9,1244.9
507,Baby Keem,5511.6,2.266,5105.6,3386.4,406.0
508,Lin-Manuel Miranda,5482.1,3.169,1881.2,143.9,3600.9
509,Sidhu Moose Wala,5478.1,3.917,4829.2,2209.2,648.9
510,Capital Bra,5466.6,0.834,3937.1,1521.1,1529.5
511,Cazzu,5450.8,3.517,1849.2,947.0,3601.6
512,Los Temerarios,5439.5,3.503,5439.5,5439.5,
513,Morad,5425.2,4.771,2515.6,1681.7,2909.7
514,Cage The Elephant,5423.4,2.176,5423.4,5339.3,
515,MEDUZA,5420.4,1.516,4978.5,22.9,442.0
516,Phoebe Bridgers,5400.3,3.102,3220.5,3130.2,2179.7
517,Lunay,5397.0,1.399,3013.0,256.5,2383.9
518,James Bay,5380.0,1.057,5227.1,4816.3,152.9
519,A$AP Ferg,5373.3,1.217,3485.1,1135.8,1888.2
520,Atif Aslam,5350.8,6.0,4348.8,726.5,1002.1
521,Matuê,5343.9,3.816,3961.1,2794.5,1382.8
522,X Ambassadors,5340.5,1.281,2966.7,2381.9,2373.8
523,Soda Stereo,5325.3,2.785,5325.3,5323.2,
524,Milo j,5319.0,4.613,3259.8,2047.8,2059.2
525,Santa Fe Klan,5315.9,2.112,2838.4,1017.1,2477.5
526,Armin van Buuren,5315.7,2.834,4691.6,1005.7,624.1
527,AJR,5308.6,1.49,5009.1,4648.9,299.6
528,Blessd,5298.6,8.214,3661.9,722.1,1636.7
529,Mc IG,5290.7,5.007,3026.3,313.3,2264.4
530,Marvin Gaye,5285.5,1.882,5139.7,2901.7,145.8
531,Cosculluela,5279.9,2.85,2852.3,1068.3,2427.6
532,John Williams,5275.6,1.837,3529.8,2137.3,1745.7
533,Juan Luis Guerra 4.40,5269.9,2.842,3653.1,3499.4,1616.8
534,Journey,5263.7,2.572,5263.6,5181.8,0.1
535,Los Tigres Del Norte,5262.0,3.628,5214.1,4991.7,47.9
536,Jax Jones,5230.5,1.313,3721.8,66.1,1508.6
537,Daya,5213.5,1.521,2159.9,2024.1,3053.6
538,Becky Hill,5204.3,1.402,1978.6,376.4,3225.7
539,Limp Bizkit,5202.4,3.466,5201.3,5029.0,1.1
540,José José,5202.1,3.598,5162.1,4841.5,40.0
541,LUDMILLA,5201.2,2.313,3202.7,1526.9,1998.5
542,Swedish House Mafia,5200.6,2.628,4887.3,683.4,313.3
543,Marco Antonio Solís,5193.6,3.26,4243.2,3906.7,950.4
544,Gwen Stefani,5189.2,2.521,3564.9,1804.1,1624.3
545,ENHYPEN,5154.3,5.265,5138.0,5036.3,16.3
546,Bob Dylan,5144.9,2.605,5133.7,4830.6,11.2
547,Tones And I,5143.9,0.986,5097.3,5090.8,46.5
548,Jessie J,5121.5,1.801,4996.0,2514.4,125.5
549,Nio Garcia,5121.3,0.974,4126.2,85.4,995.1
550,Dominic Fike,5116.4,2.987,4579.7,4111.9,536.7
551,Nas,5107.8,1.596,3761.8,2307.4,1346.0
552,Trueno,5100.8,3.802,3710.7,2026.8,1390.1
553,Lukas Graham,5097.1,1.557,4816.2,4538.2,280.8
554,Gerardo Ortiz,5089.2,2.401,4063.9,3796.3,1025.3
555,Filipe Ret,5087.3,3.985,3420.5,442.2,1666.8
556,Luísa Sonza,5077.8,2.662,2898.4,1577.9,2179.4
557,Foster The People,5075.8,1.652,4899.5,4793.3,176.3
558,Ryan Castro,5074.1,4.956,3043.2,1528.1,2030.9
559,Lil Skies,5072.0,0.783,4129.6,2453.0,942.4
560,Depeche Mode,5058.3,2.177,5058.1,4992.8,0.2
561,Karan Aujla,5057.3,5.938,4042.4,1327.5,1015.0
562,Alka Yagnik,5049.7,5.378,1687.3,272.5,3362.4
563,Cheat Codes,5025.9,0.565,3124.3,63.1,1901.6
564,Lord Huron,5016.7,3.643,5016.7,4592.5,
565,Madison Beer,5006.3,1.456,3634.0,3286.9,1372.3
566,Skillet,5005.7,2.377,4997.6,4963.1,8.1
567,Beéle,5005.0,20.28,1927.4,1223.8,3077.6
568,Carlos Vives,5000.8,1.878,4239.3,1603.3,761.6
569,The Cranberries,5000.6,3.062,5000.6,4996.2,
570,Tyler Childers,4991.1,3.089,4887.8,4200.3,103.3
571,Diddy,4985.0,1.935,2129.6,15.8,2855.3
572,Dan + Shay,4983.3,0.915,4807.9,3516.0,175.4
573,Weezer,4976.6,2.251,4922.5,4868.0,54.1
574,Lil Pump,4970.6,0.475,2390.0,1956.8,2580.6
575,Young Miko,4964.4,4.097,1462.9,903.2,3501.5
576,Paul McCartney,4939.8,1.316,3068.9,1758.0,1871.0
577,NIKI,4923.8,5.864,4252.4,3909.0,671.4
578,Empire Of The Sun,4916.9,5.537,3281.8,2992.3,1635.1
579,Rema,4910.1,3.254,3825.9,2025.7,1084.2
580,PnB Rock,4908.5,0.837,2173.9,1077.6,2734.7
581,Passenger,4907.6,1.343,4907.6,4615.8,
582,JENNIE,4888.6,9.349,2602.4,2104.5,2286.2
583,Blake Shelton,4878.7,1.903,4148.9,3294.7,729.8
584,Hillsong Worship,4877.7,2.203,4877.7,1073.2,
585,Lil Jon,4870.0,2.216,713.7,1.9,4156.3
586,King Von,4862.7,3.529,4184.3,2910.3,678.3
587,ILLENIUM,4859.1,1.462,3123.1,173.8,1736.0
588,Iron Maiden,4854.5,2.075,4854.5,4854.5,
589,bbno$,4852.2,3.129,2467.1,711.4,2385.1
590,d4vd,4839.7,6.367,4622.3,4506.9,217.3
591,"Earth, Wind & Fire",4821.0,2.525,4633.9,3949.2,187.1
592,Iggy Azalea,4817.8,1.116,3120.5,837.3,1697.3
593,Maren Morris,4814.2,1.178,2011.1,1687.4,2803.1
594,Zac Brown Band,4812.5,2.127,4800.0,3986.6,12.4
595,C. Tangana,4805.8,2.55,4241.0,1297.2,564.8
596,Ice Cube,4804.4,2.171,4415.7,3468.3,388.7
597,TOTO,4797.5,2.401,4793.5,4772.2,4.0
598,V,4795.8,3.741,4649.6,3910.6,146.2
599,PNL,4795.4,1.6,4779.5,4682.8,15.9
600,Daryl Hall & John Oates,4791.9,2.447,4791.9,4551.6,
601,The Game,4787.7,1.344,4014.4,549.6,773.4
602,Ha*Ash,4784.7,3.011,3866.5,3021.1,918.2
603,Wyclef Jean,4776.5,2.378,541.0,75.3,4235.5
604,James Blunt,4774.5,1.851,3920.1,3885.6,854.4
605,Sleepy Hallow,4773.6,1.795,4016.6,2534.9,757.0
606,Wale,4772.4,2.517,2548.1,386.2,2224.3
607,Aitana,4770.4,4.723,2837.7,1392.8,1932.6
608,Skepta,4760.7,2.047,1763.4,698.1,2997.3
609,Lucenzo,4760.0,3.169,2630.6,399.8,2129.4
610,Ufo361,4757.5,1.213,3796.2,1940.9,961.2
611,Lyanno,4748.4,2.291,677.5,129.8,4070.9
612,The Doors,4733.6,1.875,4518.7,4517.3,215.0
613,Lil Mosey,4712.8,0.738,4064.7,3305.2,648.1
614,Eric Church,4709.6,2.37,4037.4,4001.0,672.3
615,Emilia,4707.5,3.446,2482.8,1090.3,2224.7
616,Carly Rae Jepsen,4697.4,1.58,3855.2,3760.2,842.2
617,Ludovico Einaudi,4696.5,1.935,4636.0,2966.1,60.6
618,Pentatonix,4693.0,0.385,4671.1,4130.9,21.9
619,MARINA,4692.4,2.754,4454.1,4401.5,238.4
620,Alemán,4684.9,6.497,3011.3,905.0,1673.6
621,Rod Stewart,4681.1,2.584,3807.9,3562.2,873.2
622,Julieta Venegas,4679.9,2.742,2619.6,2223.3,2060.3
623,Hugo & Guilherme,4678.5,3.59,3407.0,2138.6,1271.5
624,Badshah,4671.0,3.434,2930.0,309.0,1741.0
625,DJ Nelson,4670.6,1.857,1435.1,738.3,3235.4
626,Seeb,4670.1,0.979,962.5,8.5,3707.6
627,Noah Cyrus,4662.1,1.647,3501.2,1943.6,1160.8
628,Mc Don Juan,4655.4,2.037,954.9,259.1,3700.6
629,Udit Narayan,4654.4,4.961,1929.6,272.2,2724.8
630,girl in red,4645.0,1.869,4633.3,4578.8,11.7
631,Guè,4638.9,2.769,2410.8,725.8,2228.1
632,Shaggy,4629.1,2.18,3291.0,667.6,1338.1
633,Los Tucanes De Tijuana,4627.2,3.211,4397.9,4341.3,229.3
634,Cyndi Lauper,4618.4,2.196,4597.0,4574.8,21.4
635,Arcane,4616.0,4.252,1578.3,69.5,3037.8
636,Jelly Roll,4615.7,6.776,3299.2,2328.0,1316.4
637,R.E.M.,4614.4,2.105,4614.4,4604.9,
638,Stormzy,4614.1,1.301,2661.6,1566.6,1952.5
639,Topic,4589.5,2.348,2264.7,36.1,2324.7
640,Pusha T,4588.7,1.387,1465.5,527.5,3123.2
641,Papa Roach,4587.8,1.972,4548.5,4279.3,39.3
642,Tim McGraw,4586.4,1.639,4070.8,3090.8,515.5
643,Kacey Musgraves,4583.1,1.863,2973.8,2833.0,1609.3
644,The Black Keys,4569.4,1.557,4569.2,4549.7,0.2
645,Latto,4562.2,3.007,1426.2,816.2,3136.0
646,Mon Laferte,4555.5,3.161,3889.2,2764.6,666.3
647,El Fantasma,4552.8,1.476,4322.8,3099.4,230.0
648,AP Dhillon,4545.2,3.853,4285.1,836.4,260.1
649,Gzuz,4520.2,1.425,1897.2,798.6,2623.0
650,Joey Bada$$,4500.4,1.345,3192.4,2539.7,1308.0
651,George Michael,4497.7,1.884,4436.6,3898.9,61.0
652,Neton Vega,4497.4,16.529,1814.3,1117.2,2683.1
653,Natalia Lafourcade,4490.8,1.977,3144.0,2190.3,1346.8
654,Mike Posner,4484.8,1.341,4176.6,652.7,308.2
655,Sigala,4480.9,0.723,3759.5,569.3,721.3
656,Diljit Dosanjh,4480.8,3.697,3957.7,2113.3,523.1
657,Lazza,4479.2,1.906,2673.8,1456.9,1805.4
658,Key Glock,4474.4,2.67,3424.0,3401.6,1050.4
659,Jorja Smith,4473.5,2.078,2993.3,1891.8,1480.2
660,Christina Perri,4465.0,2.194,4207.6,4022.8,257.5
661,Jubin Nautiyal,4464.9,2.419,2330.2,835.4,2134.7
662,Ovy On The Drums,4462.9,8.807,1181.1,7.1,3281.8
663,Jeremy Zucker,4460.8,0.666,4214.3,2592.8,246.5
664,The Beach Boys,4442.9,1.736,4434.3,4397.4,8.6
665,Kenny Chesney,4427.8,2.206,4136.6,3535.3,291.1
666,Van Morrison,4420.1,1.625,4161.5,4072.6,258.6
667,Geolier,4419.6,2.823,2380.1,927.6,2039.4
668,Norah Jones,4417.6,1.517,4071.8,3974.5,345.7
669,Black Sabbath,4412.6,2.214,4412.6,4409.8,
670,Enya,4411.6,2.06,3700.8,3670.7,710.8
671,Jaden,4409.9,0.826,2502.3,1834.8,1907.7
672,KK,4398.4,4.639,1792.7,1122.5,2605.6
673,YOASOBI,4398.0,2.26,4398.0,4338.9,
674,Kid Ink,4386.0,1.096,2653.3,701.3,1732.7
675,Milky Chance,4382.1,1.837,4372.7,4091.2,9.4
676,MF DOOM,4381.6,2.052,2323.4,1174.3,2058.2
677,MC Cabelinho,4370.5,2.849,2451.8,174.5,1918.6
678,Sam Hunt,4362.1,0.953,4112.8,4112.8,249.4
679,Imanbek,4358.3,0.926,1346.0,4.9,3012.3
680,Rudimental,4347.4,1.284,3670.6,30.8,676.8
681,alt-J,4337.5,1.113,4333.6,4158.5,3.9
682,CNCO,4328.5,0.774,3864.4,2494.9,464.2
683,Melendi,4317.8,2.482,4030.8,3121.8,287.0
684,Mau y Ricky,4309.9,1.141,2929.1,465.5,1380.8
685,Ruth B.,4309.7,1.592,4173.4,3742.9,136.3
686,Evanescence,4308.4,2.927,4307.0,4297.9,1.4
687,Carlos Rivera,4306.3,1.299,3413.5,2519.4,892.8
688,Lynyrd Skynyrd,4302.2,2.22,4290.5,4255.4,11.7
689,D-Block Europe,4300.6,1.822,2836.1,1389.7,1464.5
690,Laufey,4289.5,5.044,3990.2,3447.9,299.4
691,Birdy,4288.7,1.186,3832.8,3561.2,455.9
692,LE SSERAFIM,4285.3,3.983,4285.3,3947.6,
693,Destiny's Child,4284.3,1.439,4262.8,3987.4,21.4
694,Rise Against,4279.9,1.455,4274.8,4271.0,5.1
695,Elevation Worship,4278.4,2.59,4211.0,2323.4,67.4
696,Simon & Garfunkel,4277.9,1.239,4277.9,4276.5,
697,Busta Rhymes,4266.4,1.504,1698.2,648.8,2568.2
698,PinkPantheress,4261.6,4.033,4039.2,2841.3,222.3
699,Eric Clapton,4254.9,1.58,3993.9,3528.0,261.0
700,Charlie Brown Jr.,4252.6,2.606,4189.8,4039.5,62.8
701,Adam Levine,4247.1,1.659,561.5,545.0,3685.7
702,Capo Plaza,4241.4,1.762,2320.6,1386.4,1920.8
703,George Strait,4239.3,2.23,4103.8,4015.8,135.5
704,Bruno & Marrone,4234.6,2.493,3453.9,2865.6,780.7
705,Ms. Lauryn Hill,4228.5,1.807,2027.3,1788.2,2201.2
706,Ella Henderson,4224.1,2.64,1549.8,1026.5,2674.3
707,Mrs. GREEN APPLE,4223.6,5.596,4223.6,3853.8,
708,Tinashe,4210.0,1.563,2094.9,970.3,2115.1
709,JVKE,4203.1,2.217,3365.3,2975.2,837.8
710,Ray Dalton,4202.0,2.011,344.1,226.0,3857.9
711,Carrie Underwood,4196.5,1.456,3440.0,3230.8,756.4
712,Joel Corry,4194.4,0.966,3723.9,473.6,470.5
713,Gente De Zona,4183.5,1.406,1693.4,374.3,2490.1
714,Dimitri Vegas & Like Mike,4172.2,1.661,3651.2,57.0,521.0
715,Dolly Parton,4171.7,1.699,3461.7,2528.3,710.0
716,Jeezy,4169.3,2.275,2117.0,706.5,2052.3
717,Zoé,4166.8,2.52,4147.0,3852.2,19.8
718,Sido,4161.6,1.369,2727.1,1559.9,1434.5
719,Stromae,4158.3,2.311,3681.9,3309.8,476.3
720,Dean Martin,4157.6,0.8,4128.6,4098.6,29.0
721,Leslie Odom Jr.,4154.6,2.176,2115.9,115.3,2038.7
722,Keane,4141.2,2.241,4141.2,4086.3,
723,Mainstreet,4138.1,2.315,23.3,,4114.8
724,Los Bukis,4133.8,3.049,3866.3,3864.1,267.4
725,Irshad Kamil,4133.6,4.456,,,4133.6
726,Apache 207,4130.4,1.474,3363.9,3308.3,766.5
727,Grupo Menos É Mais,4125.8,4.574,3339.1,1697.5,786.7
728,Robbie Williams,4122.6,2.146,4049.4,3565.1,73.2
729,Niska,4110.3,1.832,2197.5,1410.5,1912.8
730,Dilsinho,4109.9,1.501,3037.4,1666.8,1072.5
731,Chino Pacas,4101.5,3.079,1682.2,1117.9,2419.3
732,Van Halen,4097.9,1.802,4097.9,4097.1,
733,WILLOW,4096.7,1.066,2599.7,2077.7,1497.0
734,i-dle,4093.8,1.997,3134.6,3122.3,959.1
735,Sam Feldt,4092.0,0.816,2985.4,105.7,1106.6
736,LISA,4091.2,4.111,3528.2,2900.3,563.0
737,Dermot Kennedy,4085.7,1.152,3028.2,2984.4,1057.5
738,aespa,4070.6,3.407,4052.8,3977.8,17.8
739,Hillsong UNITED,4066.5,1.273,3877.9,806.4,188.7
740,Scorpions,4050.9,2.156,4049.6,4012.0,1.3
741,Breaking Benjamin,4048.0,1.508,3984.4,3905.3,63.6
742,Juan Magán,4041.9,1.12,2362.9,603.0,1679.0
743,keshi,4037.7,2.282,3823.9,3786.8,213.8
744,Marracash,4034.6,2.166,2528.1,1121.5,1506.5
745,Missy Elliott,4029.1,1.433,1672.5,1015.2,2356.6
746,Booba,4023.7,2.24,2919.3,2042.2,1104.4
747,Alan Jackson,4016.9,2.276,3735.7,3300.8,281.2
748,AURORA,4016.7,2.142,3213.1,3062.9,803.6
749,Aya Nakamura,4014.3,1.568,3674.8,2604.3,339.5
750,Manoj Muntashir,4014.0,3.106,0.3,,4013.7
751,Neha Kakkar,4005.9,2.06,1136.9,66.6,2869.0
752,Denzel Curry,4004.6,1.363,2812.7,1489.9,1191.8
753,Kumaar,4000.2,2.533,153.8,,3846.4
754,MC Hariel,3997.9,1.99,1747.2,461.7,2250.7
755,Nat King Cole,3988.5,0.843,3866.3,3777.3,122.2
756,L7NNON,3985.3,1.64,1890.7,579.5,2094.6
757,Joyner Lucas,3978.0,0.788,3036.6,1409.7,941.4
758,Darshan Raval,3965.6,1.969,3154.2,2259.8,811.4
759,Sade,3963.8,3.305,3963.8,3928.8,
760,Bradley Cooper,3958.9,1.203,438.5,438.5,3520.4
761,Tears For Fears,3955.1,2.105,3906.7,3386.3,48.4
762,Banda El Recodo,3955.1,2.4,3853.1,3718.3,102.0
763,Almighty,3952.2,3.015,717.4,468.7,3234.8
764,Ke Personajes,3949.6,1.745,2097.4,1473.2,1852.2
765,Leon Bridges,3949.0,2.09,2570.4,2351.7,1378.6
766,The Smashing Pumpkins,3948.2,2.115,3948.2,3947.5,
767,Boyce Avenue,3946.9,0.762,3946.9,2424.2,
768,Jon Pardi,3943.9,2.705,3649.8,3617.6,294.1
769,Juhn,3939.7,1.974,490.8,70.7,3449.0
770,Gazo,3938.0,1.851,2068.1,1118.3,1869.8
771,KISS,3932.3,1.703,3932.3,3910.3,
772,Sublime,3925.1,2.23,3925.1,3829.7,
773,Shania Twain,3922.9,1.781,3467.2,3285.9,455.7
774,Bill Withers,3922.5,1.684,3173.3,3133.6,749.2
775,Orochi,3914.3,3.794,2391.5,28.5,1522.8
776,Yo Yo Honey Singh,3913.2,4.568,2935.7,1610.8,977.5
777,SAINt JHN,3907.6,0.775,3663.3,925.0,244.3
778,Young Dolph,3905.3,1.553,3094.4,1589.6,810.9
779,Sabaton,3903.5,1.565,3876.1,3810.1,27.4
780,Elley Duhé,3894.2,1.594,1968.5,1423.2,1925.7
781,Jowell & Randy,3887.8,1.841,1069.2,359.9,2818.6
782,The Goo Goo Dolls,3885.4,3.374,3885.4,3878.5,
783,Canserbero,3879.3,2.504,3713.6,2510.6,165.6
784,Oliver Tree,3869.4,0.996,3160.4,2009.1,709.1
785,The White Stripes,3868.9,1.149,3868.9,3797.5,
786,Jay Chou,3866.9,1.892,3856.1,3388.4,10.8
787,La Oreja de Van Gogh,3865.4,1.743,3835.8,3626.8,29.6
788,The Fray,3864.7,2.409,3858.8,3857.9,5.9
789,Gustavo Mioto,3858.0,2.443,2876.8,1463.3,981.2
790,Dei V,3858.0,5.168,1509.9,719.9,2348.1
791,Keith Urban,3854.9,1.139,3248.2,2551.3,606.7
792,Rage Against The Machine,3849.2,1.565,3849.2,3849.2,
793,Kim Petras,3844.2,1.36,949.5,820.4,2894.7
794,Sum 41,3842.6,1.349,3830.9,3825.6,11.7
795,Tulus,3841.6,2.155,3666.7,3666.7,174.9
796,Shinedown,3832.9,1.716,3832.9,3816.1,
797,Gabry Ponte,3832.2,2.561,1645.1,198.6,2187.1
798,La Adictiva,3831.9,1.339,3769.0,3168.7,62.9
799,Red Velvet,3823.1,0.998,3799.0,3765.6,24.1
800,Dímelo Flow,3822.9,0.987,831.8,0.2,2991.0
801,Yuridia,3817.7,1.833,3504.4,2446.2,313.3
802,Sonu Nigam,3816.0,3.385,2054.8,480.4,1761.2
803,Ghost,3812.5,2.507,3812.5,3770.8,
804,Volbeat,3811.6,1.585,3811.6,3327.8,
805,Ferrugem,3807.4,2.502,2682.1,1960.4,1125.3
806,Jay Rock,3796.2,1.594,1654.0,280.7,2142.2
807,Normani,3791.6,0.768,858.4,471.6,2933.2
808,Dadju,3789.8,1.784,2602.2,1311.7,1187.6
809,Alex Rose,3786.2,1.456,2522.5,221.4,1263.7
810,DNCE,3776.9,0.858,3193.6,2979.0,583.3
811,Dido,3772.5,2.307,1854.1,1813.4,1918.5
812,JP Cooper,3772.0,0.632,2056.2,1696.5,1715.8
813,The Vamps,3768.5,0.597,3283.9,1985.2,484.6
814,BONES,3762.7,1.463,3382.5,2849.2,380.2
815,Sid Sriram,3747.1,3.989,1740.1,658.4,2007.0
816,Olly Alexander (Years & Years),3741.8,1.205,3272.6,2694.8,469.2
817,Alice In Chains,3739.4,3.107,3729.1,3728.5,10.3
818,SCH,3739.3,1.333,2360.8,1907.4,1378.6
819,Aminé,3735.7,0.982,3315.7,2686.6,420.0
820,Bing Crosby,3734.0,0.261,3606.6,2268.0,127.4
821,Os Barões Da Pisadinha,3727.3,0.709,3067.2,2181.8,660.1
822,ROSÉ,3723.4,6.018,3642.4,1880.3,81.1
823,Chayanne,3722.6,2.388,3638.9,3377.8,83.6
824,Ozzy Osbourne,3715.9,1.451,2967.6,2781.4,748.3
825,David Bisbal,3714.2,1.359,2537.4,1598.5,1176.8
826,Jimi Hendrix,3711.1,1.084,3710.1,3680.3,1.0
827,Fred again..,3710.9,2.77,3355.8,771.0,355.1
828,Axwell,3710.9,1.06,306.5,42.6,3404.4
829,BROCKHAMPTON,3708.7,0.543,3708.7,3538.0,
830,Cali Y El Dandee,3704.3,0.901,2425.4,938.8,1278.9
831,EXO,3681.8,0.868,3681.8,3681.8,
832,Xamã,3679.4,1.297,1253.8,13.6,2425.6
833,Sting,3677.8,1.848,2981.4,2378.5,696.4
834,Wham!,3670.7,0.73,3669.7,3668.4,1.1
835,Mohit Chauhan,3665.3,2.644,2142.1,1227.8,1523.3
836,Yuvan Shankar Raja,3654.7,2.665,3078.0,355.5,576.7
837,Prince,3649.4,1.519,3626.2,3387.9,23.2
838,Ella Mai,3649.4,1.318,3045.6,2374.1,603.7
839,Cody Johnson,3646.8,2.745,3530.8,3365.7,116.0
840,Nekfeu,3646.6,0.896,2782.4,1737.0,864.2
841,MNEK,3645.3,0.751,131.4,66.2,3513.8
842,Kodaline,3643.4,0.936,3317.4,3253.1,326.0
843,Shubh,3643.4,5.038,3643.4,3338.1,
844,Hungria,3639.5,2.532,2990.2,2106.6,649.3
845,Ciara,3637.0,1.537,2879.4,1213.8,757.6
846,Yo Gotti,3633.4,0.576,1913.6,500.2,1719.8
847,Tems,3631.3,2.679,1630.3,1433.0,2001.0
848,PLK,3630.4,2.136,2748.7,1920.8,881.7
849,Guilherme & Benuto,3628.1,1.275,2832.5,1204.3,795.6
850,Ezhel,3625.0,1.553,2046.7,1855.3,1578.3
851,Danna Paola,3613.0,0.999,2344.6,1869.1,1268.4
852,Skylar Grey,3612.8,0.951,812.9,523.9,2799.9
853,Brray,3609.2,1.85,602.2,60.6,3007.0
854,Idina Menzel,3607.9,1.37,2138.9,993.6,1469.0
855,All Time Low,3603.4,1.156,3559.5,2963.8,43.8
856,Santana,3596.1,1.83,3537.0,1649.3,59.0
857,Sebastian Ingrosso,3593.9,0.932,595.5,46.6,2998.4
858,Veigh,3586.5,3.401,1889.3,17.9,1697.2
859,Electric Light Orchestra,3576.4,1.743,3576.3,3576.3,0.1
860,3 Doors Down,3574.2,1.752,3572.1,1479.8,2.1
