,Artist,Streams,Daily,As lead,Solo,As feature
2945,Roar,1121.4,0.592,1121.4,1114.9,
2946,Residente,1120.8,0.369,852.6,360.3,268.2
2947,Cafuné,1120.7,1.326,1120.7,1119.4,
2948,Lucky Brown,1120.3,2.552,749.2,,371.1
2949,Duster,1119.5,0.682,1119.5,1118.5,
2950,Electric Callboy,1119.1,0.968,1033.2,847.6,85.9
2951,Ice Nine Kills,1118.8,0.577,1026.7,816.0,92.2
2952,Chimbala,1118.5,0.883,395.2,304.7,723.2
2953,Toploader,1117.6,0.393,1117.6,1117.4,
2954,Carole King,1116.9,0.425,1112.5,1056.3,4.4
2955,Suki Waterhouse,1116.9,1.525,1102.5,1094.6,14.4
2956,Murillo e LT no Beat,1116.0,1.387,19.0,,1097.0
2957,The Front Bottoms,1115.9,0.365,1111.4,1111.4,4.5
2958,Yuri,1115.9,0.524,972.4,633.9,143.4
2959,Sophie Ellis-Bextor,1115.8,0.766,1016.0,914.4,99.8
2960,Los Rehenes,1115.6,0.624,1108.2,1095.4,7.4
2961,YouNotUs,1115.1,0.319,588.7,49.5,526.4
2962,Marco Barrientos,1114.8,0.558,811.9,621.6,302.9
2963,Chord Overstreet,1114.3,0.434,1113.5,1081.9,0.8
2964,Hayley Kiyoko,1114.2,0.204,795.6,686.2,318.6
2965,Bowling For Soup,1113.7,0.373,1111.1,1103.4,2.6
2966,Bresh,1113.1,0.948,750.5,126.6,362.6
2967,Elisa,1112.8,0.593,749.8,491.0,363.0
2968,Reynmen,1112.7,0.749,748.7,642.1,364.0
2969,Vitor Fernandes,1112.4,0.356,620.9,492.7,491.5
2970,La Roux,1112.2,0.437,995.8,663.0,116.4
2971,Hurts,1112.0,0.3,386.5,372.3,725.5
2972,B.B. King,1111.8,0.373,774.6,505.7,337.2
2973,Vika Jigulina,1111.8,1.009,0.9,0.9,1110.8
2974,Flipp Dinero,1111.7,0.184,1104.2,851.9,7.5
2975,Amaarae,1111.6,0.665,944.3,331.2,167.3
2976,Natalie Cole,1111.5,0.439,1045.1,844.5,66.4
2977,Grupo Los de la O,1111.0,0.607,1066.0,787.4,45.0
2978,Mc Lele JP,1111.0,1.301,196.8,,914.2
2979,Jagged Edge,1111.0,0.385,755.6,391.1,355.4
2980,P.O.D.,1110.0,0.425,1090.1,1061.6,19.8
2981,Future Islands,1109.6,0.317,779.7,753.6,329.9
2982,Sheppard,1109.5,0.319,1109.5,1100.3,
2983,Natanzinho Lima,1109.5,3.6,779.5,696.4,330.0
2984,DEV,1109.4,0.461,162.4,96.6,947.0
2985,DJ Antoine,1109.0,0.978,1067.6,96.0,41.5
2986,ILLIT,1109.0,1.619,1106.2,1099.3,2.8
2987,Renée Elise Goldsberry,1108.8,0.588,728.9,0.7,379.9
2988,Naresh Iyer,1107.8,1.072,156.4,0.6,951.4
2989,Cem Adrian,1107.4,0.46,838.1,380.2,269.3
2990,Eli Young Band,1107.3,0.327,1094.6,1088.0,12.7
2991,Sarah McLachlan,1106.4,0.713,855.9,824.5,250.6
2992,Gabb MC,1106.2,0.737,26.1,,1080.1
2993,bôa,1106.1,1.289,1106.1,1105.5,
2994,Madvillain,1105.8,0.398,1103.7,8.2,2.0
2995,GAMPER & DADONI,1105.6,0.575,886.3,308.1,219.3
2996,The Civil Wars,1105.4,0.145,857.7,857.7,247.8
2997,Los Yonic's,1104.8,0.694,1092.3,952.6,12.5
2998,CADE,1104.8,0.087,22.5,16.4,1082.2
2999,Dopebwoy,1104.5,0.377,754.5,100.9,350.0
