,Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total,Region
358,Separ - Odjebem Strop,77,1.0,9,,42064,1292800,Slovakia
359,Adele - Easy On Me,36,7.0,1,(x1),80803,1292791,Slovakia
360,Calin - Window Shopper,22,1.0,1,(x1),174091,1286201,Slovakia
361,Travis Scott - I KNOW ?,42,,14,,57900,1283764,Slovakia
362,Tate McRae - you broke me first,63,,16,,38065,1283718,Slovakia
363,DMS - Kardio,121,1.0,9,,24161,1277987,Slovakia
364,Kabát - Malá dáma,62,,91,,31301,1276091,Slovakia
365,Saul - Carmen,26,2.0,6,,111288,1272878,Slovakia
366,Hard Rico - ULICE DRUHÁ MÁMA,30,3.0,6,,85675,1270686,Slovakia
367,Lauv - I Like Me Better,127,,15,,29052,1268907,Slovakia
368,benny blanco - Eastside,85,8.0,7,,27440,1268242,Slovakia
369,Lost Frequencies - Black Friday (pretty like the sun),40,,24,,59202,1262188,Slovakia
370,Ego - Doug Demuro,46,6.0,1,(x1),76723,1260257,Slovakia
371,Tommy Richman - MILLION DOLLAR BABY,24,3.0,4,,120311,1256815,Slovakia
372,blackbear - hot girl bummer,83,,11,,33877,1254813,Slovakia
373,Saul - Pre Dni,25,2.0,3,(x1),127099,1254630,Slovakia
374,Separ - Origami,69,3.0,3,(x1),72027,1251299,Slovakia
375,Kygo - Whatever,35,,35,,48837,1249131,Slovakia
376,DMS - Tanečná pesnička,45,2.0,2,(x1),112495,1247317,Slovakia
377,Luca Brassi10x - Espaňa,52,,70,,31165,1247242,Slovakia
378,Fobia Kid - Letný Večer,77,,13,,29501,1242231,Slovakia
379,Dave - Sprinter,35,2.0,7,,61073,1242071,Slovakia
380,Justin Bieber - Mistletoe,44,,22,,80590,1239612,Slovakia
381,HUGEL - I Adore You,38,,57,,42024,1236843,Slovakia
382,Separ - Fénix,93,,123,,19662,1235609,Slovakia
383,Frank Sinatra - Let It Snow! Let It Snow! Let It Snow!,51,2.0,9,,65937,1232948,Slovakia
384,The Neighbourhood - Daddy Issues,89,,89,,23415,1229756,Slovakia
385,Jason Derulo - Acapulco,58,,32,,28593,1228534,Slovakia
386,Akon - Smack That,50,,67,,31227,1228184,Slovakia
387,Pop Smoke - Dior,95,,103,,17398,1225994,Slovakia
388,KOJO - Ali Bomaye,55,,29,,46203,1223419,Slovakia
389,Václav Neckář - Půlnoční,28,1.0,10,,119566,1223219,Slovakia
390,Öwnboss - Move Your Body,64,,60,,21768,1221092,Slovakia
391,Call Dominika - prvotriedna dráma,29,1.0,10,,74341,1219802,Slovakia
392,Teddy Swims - Bad Dreams,30,,34,,47683,1219257,Slovakia
393,Imagine Dragons - Natural,74,13.0,4,,34802,1216157,Slovakia
394,Viktor Sheen - Ohnivej kruh,23,2.0,2,(x1),198315,1215922,Slovakia
395,Billie Eilish - LUNCH,24,3.0,3,(x1),140915,1213101,Slovakia
396,Shimmi - AQUA,19,5.0,5,,93316,1205521,Slovakia
397,XXXTENTACION - SAD!,102,6.0,1,(x1),39155,1201473,Slovakia
398,Pil C - CHROME HEARTS FREESTYLE,35,6.0,1,(x1),171347,1199976,Slovakia
399,Chris Rea - Driving Home for Christmas - 2019 Remaster,30,,17,,77142,1199468,Slovakia
400,Y2K - Lalala,56,11.0,2,(x2),55735,1197574,Slovakia
401,Ektor - Pro štěstí,24,,11,,98427,1194473,Slovakia
402,SZA - Kill Bill,39,,11,,53945,1193758,Slovakia
403,Martin Garrix - Summer Days,72,8.0,4,,41598,1191181,Slovakia
404,Yael - MY,42,3.0,2,(x1),76710,1185994,Slovakia
405,Artemas - if u think i'm pretty,36,,30,,53982,1175307,Slovakia
406,Dennis Lloyd - Nevermind,85,11.0,4,,25986,1174414,Slovakia
407,Taylor Swift - Anti-Hero,40,1.0,7,,62650,1173104,Slovakia
408,Travis Scott - Goosebumps - Remix,55,,14,,32119,1169692,Slovakia
409,Imagine Dragons - Wrecked,62,,44,,27812,1167538,Slovakia
410,Gleb - DaysGo,53,5.0,1,(x1),80966,1166034,Slovakia
411,Kate Bush - Running Up That Hill (A Deal With God),27,12.0,2,(x2),94746,1164628,Slovakia
412,Konex - ONA,99,,63,,15283,1161932,Slovakia
413,Ego - Vozíme,99,8.0,2,(x2),34667,1161321,Slovakia
414,Jack Harlow - Lovin On Me,29,1.0,8,,65567,1161307,Slovakia
415,Robin Schulz - All We Got,46,6.0,7,,38605,1155298,Slovakia
416,The Kolors - ITALODISCO,35,,48,,42910,1151800,Slovakia
417,Lola Young - Messy,23,,26,,60757,1150796,Slovakia
418,Jonas Brothers - Sucker,67,13.0,1,(x3),40396,1150090,Slovakia
419,BoyWithUke - Toxic,41,2.0,6,,57740,1148795,Slovakia
420,Dua Lipa - IDGAF,86,14.0,2,(x1),30829,1147370,Slovakia
421,Ektor - Upgrade,39,,15,,59302,1144249,Slovakia
422,Imagine Dragons - Follow You,53,,17,,35225,1143129,Slovakia
423,Ego - Fajn,47,4.0,3,(x1),98527,1141958,Slovakia
424,Viktor Sheen - Blessed,51,,24,,45682,1141851,Slovakia
425,Robin Zoot - Givenchy,46,,30,,39970,1140887,Slovakia
426,Alec Benjamin - Let Me Down Slowly,96,1.0,9,,25010,1139558,Slovakia
427,Lil Nas X - HOLIDAY,55,1.0,8,,42337,1138525,Slovakia
428,Nik Tendo - Můj Shit,32,2.0,8,,83945,1135405,Slovakia
429,"Cheriimoya - Living Life, In The Night",53,,34,,28219,1128547,Slovakia
430,Sima - V Oblakoch,44,3.0,3,(x1),64424,1128079,Slovakia
431,Sara Rikas - Ups and downs,6,6.0,3,(x3),232008,1127503,Slovakia
432,RAYE - Escapism.,34,,11,,51821,1127369,Slovakia
433,Lady Gaga - Abracadabra,18,5.0,4,,108027,1119628,Slovakia
434,Separ - Hip Hop Žije,31,3.0,4,,91195,1114072,Slovakia
435,Yzomandias - FREE KARLO,39,2.0,1,(x1),90894,1112604,Slovakia
436,Harry Styles - Adore You,66,,24,,35433,1107728,Slovakia
437,Clean Bandit - Solo,71,15.0,1,(x2),35661,1107205,Slovakia
438,Sima - Bejby,27,1.0,8,,109485,1102640,Slovakia
439,Calin - I Got It,25,,13,,81752,1098846,Slovakia
440,WizTheMc - Show Me Love,17,,11,,85626,1097033,Slovakia
441,Dua Lipa - Break My Heart,53,1.0,6,,46842,1096338,Slovakia
442,Dua Lipa - New Rules,90,19.0,5,,23057,1092554,Slovakia
443,Saul - Dosť Hodín,43,,36,,42512,1092255,Slovakia
444,Rudimental - These Days,87,14.0,2,(x1),28690,1091533,Slovakia
445,Joel Corry - OUT OUT,56,,31,,28969,1087370,Slovakia
446,Lil Peep - Falling Down - Bonus Track,57,5.0,2,(x1),52217,1086292,Slovakia
447,Dua Lipa - Training Season,31,,15,,56571,1085684,Slovakia
448,Purple Disco Machine - Substitution,45,,52,,30945,1083623,Slovakia
449,Kontrafakt - Mesiac,33,8.0,3,(x5),161244,1082065,Slovakia
450,Rytmus - Zlatokopky,50,,124,,27400,1078782,Slovakia
451,The Police - Every Breath You Take,33,,46,,40535,1077800,Slovakia
452,John Lennon - Happy Xmas (War Is Over) - Remastered 2010,25,,19,,92941,1077384,Slovakia
453,Powfu - death bed,54,,12,,39420,1074735,Slovakia
454,P T K - V Hlavě,28,,13,,86011,1074124,Slovakia
455,Porsche Boy - b a b y . r e l a x,43,,12,,48372,1074059,Slovakia
456,Ego - V Meste Snov,86,12.0,1,(x3),38696,1072710,Slovakia
457,Eminem - Superman,51,,56,,25910,1066736,Slovakia
458,Pil C - ŽIVOT JE ZVLÁŠTNY,46,1.0,10,,99439,1066126,Slovakia
459,Avicii - Without You,106,3.0,6,,32953,1065118,Slovakia
460,Nerieš - Čo Bude,66,2.0,6,,76682,1063716,Slovakia
461,Travis Scott - BUTTERFLY EFFECT,68,,38,,34737,1063270,Slovakia
462,STEIN27 - STFU,31,,17,,44776,1061844,Slovakia
463,Calvin Harris - Outside,68,13.0,3,(x2),28644,1061294,Slovakia
464,Pil C - RBMK,66,2.0,10,,54829,1060055,Slovakia
465,Olivia Rodrigo - vampire,38,,24,,43416,1058851,Slovakia
466,Kygo - Higher Love,67,,16,,27669,1057124,Slovakia
467,Queen - Bohemian Rhapsody - Remastered 2011,85,3.0,6,,26002,1054628,Slovakia
468,Separ - Zachráň moju dušu,27,3.0,10,,163003,1051811,Slovakia
469,THE SCOTTS - THE SCOTTS,48,7.0,1,(x1),92433,1042012,Slovakia
470,Viktor Sheen - Převlečená žízeň,21,2.0,3,(x1),180476,1040565,Slovakia
471,Yzomandias - NFS,30,5.0,3,(x1),71437,1039186,Slovakia
472,Separ - Krv neni voda,10,4.0,7,,228439,1038766,Slovakia
473,Sabrina Carpenter - Taste,32,,21,,58048,1037546,Slovakia
474,Cico Band - Pivko,51,,32,,32369,1036559,Slovakia
475,Doja Cat - Need To Know,47,,11,,48945,1034601,Slovakia
476,Sima - Toto Leto,56,1.0,6,,50056,1029851,Slovakia
477,Ofenbach - Head Shoulders Knees & Toes,48,,20,,29334,1027769,Slovakia
478,Band Aid - Do They Know It's Christmas? - 1984 Version,40,2.0,9,,57733,1027659,Slovakia
479,Calin - Hannah Montana VIP,35,1.0,6,,49250,1027395,Slovakia
480,SIMILIVINLIFE - Ty,55,,67,,34992,1025909,Slovakia
481,WEN - mhm,25,5.0,1,(x1),149225,1024756,Slovakia
482,Dasha - Austin,34,,79,,35993,1022229,Slovakia
483,Shouse - Love Tonight - Edit,45,,15,,39250,1018162,Slovakia
484,Separ - I'm back,10,,12,,191854,1017347,Slovakia
485,Nea - Some Say - Felix Jaehn Remix,55,,14,,33958,1016736,Slovakia
486,Yzomandias - Rodinnej Typ,62,2.0,3,(x1),54899,1013757,Slovakia
487,P!nk - Cover Me In Sunshine,33,4.0,8,,51897,1011777,Slovakia
488,Marshmello - FRIENDS,72,15.0,1,(x5),34266,1010925,Slovakia
489,OneRepublic - Rescue Me,62,,11,,26582,1006711,Slovakia
490,Yzomandias - ROOFTOP,28,,16,,82267,1004887,Slovakia
491,The Kid LAROI - WITHOUT YOU,47,,15,,30265,1004157,Slovakia
492,Nerieš - Jak Sa Máš,68,1.0,5,,72544,1000644,Slovakia
493,Rihanna - Only Girl (In The World),42,,106,,29293,997751,Slovakia
494,Future - Life Is Good,62,,17,,34638,995595,Slovakia
495,Mabel - Don't Call Me Up,74,1.0,9,,24347,992061,Slovakia
496,Avicii - SOS,63,8.0,2,(x1),38946,991391,Slovakia
497,Separ - Tancuj len tak,10,4.0,8,,217850,990869,Slovakia
498,Calin - Asgard,44,,15,,41027,986598,Slovakia
499,Twenty One Pilots - Stressed Out,112,8.0,8,,28812,984552,Slovakia
500,Dollar Prync - Rest In Piss,24,,13,,70064,984449,Slovakia
501,Kontrafakt - Pocity,30,9.0,5,,135729,984005,Slovakia
502,Sara Rikas - Cigarety,6,5.0,5,,219251,981854,Slovakia
503,"Radikal Chef - Veľa Ginu, Ráno Hlad 2",45,,39,,45379,981626,Slovakia
504,Calin - Hot Dropout,49,,16,,40228,980288,Slovakia
505,Ektor - King Kong,32,2.0,6,,74474,979720,Slovakia
506,SIMILIVINLIFE - Tatiana,32,,15,,54412,979069,Slovakia
507,Tiësto - Don't Be Shy,45,,20,,36911,978463,Slovakia
508,Chrystal - The Days - NOTION Remix,22,,27,,56822,976599,Slovakia
509,Coldplay - My Universe,43,,22,,35168,972700,Slovakia
510,Yzomandias - El Camino,52,2.0,5,,61530,971757,Slovakia
511,Jonas Blue - Rise,67,10.0,3,(x3),34757,964754,Slovakia
512,Kendrick Lamar - All The Stars,42,5.0,1,(x1),70752,963943,Slovakia
513,Ben Cristovao - MMA,33,,53,,39095,961239,Slovakia
514,Post Malone - Goodbyes (Feat. Young Thug),44,10.0,2,(x1),61053,959971,Slovakia
515,Anne-Marie - 2002,85,,23,,15381,956119,Slovakia
516,Zara Larsson - Lush Life,105,8.0,4,,32366,955456,Slovakia
517,Linkin Park - Heavy Is the Crown,22,1.0,5,,93448,955272,Slovakia
518,Maroon 5 - Girls Like You,65,12.0,1,(x1),35441,954694,Slovakia
519,Calin - Nad ránem,34,3.0,2,(x1),62898,953957,Slovakia
520,Lana Del Rey - Summertime Sadness,52,,109,,22217,947398,Slovakia
521,21 Savage - redrum,19,7.0,6,,72847,945094,Slovakia
522,Dalyb - Gerard,27,,31,,71790,943985,Slovakia
523,Separ - Robil by to každý,10,2.0,10,,208940,941340,Slovakia
524,6ix9ine - GOOBA,25,8.0,1,(x3),119834,941238,Slovakia
525,Hanumankind - Big Dawgs,16,5.0,4,,110865,939719,Slovakia
526,V - Winter Ahead,16,3.0,7,,89151,937692,Slovakia
527,Imagine Dragons - Whatever It Takes,105,,12,,30028,935025,Slovakia
528,Dean Lewis - Be Alright,73,2.0,8,,23953,928398,Slovakia
529,SUICIDAL-IDOL - ecstacy (slowed),30,,12,,56035,928330,Slovakia
530,Sara Rikas - Tempo za 2,7,6.0,5,,163191,924716,Slovakia
531,Joel Corry - BED,45,,27,,31526,923903,Slovakia
532,The Weeknd - I Was Never There,47,,14,,26282,923358,Slovakia
533,Zayo - MANDELA,20,,24,,75477,923328,Slovakia
534,Sabrina Carpenter - Please Please Please,23,,22,,75027,921869,Slovakia
535,Hasan - S tebou,41,,49,,30287,920957,Slovakia
536,Drake - IDGAF,25,1.0,5,,73051,919306,Slovakia
537,Lil Nas X - STAR WALKIN' (League of Legends Worlds Anthem),37,,15,,43506,919219,Slovakia
538,Ella Henderson - Alibi,29,,49,,40711,918433,Slovakia
539,Pil C - NA CESTE DO RAJA,19,1.0,2,(x1),191825,917365,Slovakia
540,Billie Eilish - bury a friend,56,12.0,2,(x1),50648,914211,Slovakia
541,Richy Mitch & The Coal Miners - Evergreen,32,,70,,34455,913894,Slovakia
542,Ben Cristovao - Šílený,41,,13,,31299,910223,Slovakia
543,Pil C - DEŇ STRIEDA TMU,31,3.0,6,,112426,906272,Slovakia
544,Shawn Mendes - If I Can't Have You,56,8.0,2,(x1),44953,905010,Slovakia
545,Kali - Hop Čip,31,,11,,41945,903787,Slovakia
546,David Guetta - Sexy Bitch,33,,80,,34953,898094,Slovakia
547,Alesso - Words,47,,59,,22720,897952,Slovakia
548,Kygo - It Ain't Me,85,16.0,2,(x7),39095,896772,Slovakia
549,Joji - Glimpse of Us,31,,11,,62423,895845,Slovakia
550,Separ - Sunset,4,4.0,1,(x3),297066,895058,Slovakia
551,Nerieš - Dopis,48,3.0,3,(x1),94867,891092,Slovakia
552,Billie Eilish - Happier Than Ever,37,1.0,10,,54103,890683,Slovakia
553,Cardi B - WAP,38,3.0,5,,51927,886346,Slovakia
554,twocolors - Lovefool,59,,54,,19855,884949,Slovakia
555,Kygo - Lose Somebody,54,,29,,27086,883576,Slovakia
556,The Weeknd - Save Your Tears,42,,15,,35150,883162,Slovakia
557,Paul McCartney - Wonderful Christmastime - Edited Version / Remastered 2011,23,,15,,64782,881708,Slovakia
558,Imagine Dragons - Enemy,14,10.0,3,(x4),71760,879969,Slovakia
559,The Chainsmokers - Closer,102,24.0,1,(x2),24125,879144,Slovakia
560,Calin - Berlín,20,2.0,5,,136266,877888,Slovakia
561,Dxrk ダーク - RAVE,44,,47,,24447,876904,Slovakia
562,Frayer Flexking - SEXY ČAJA,40,,48,,30069,874112,Slovakia
563,Zerb - Addicted,29,,72,,37755,873648,Slovakia
564,Loud Luxury - Body,74,,12,,22396,873503,Slovakia
565,CJ - Whoopty,39,4.0,9,,38592,873439,Slovakia
566,The Goo Goo Dolls - Iris,35,,121,,27286,871989,Slovakia
567,Becky Hill - My Heart Goes (La Di Da),49,,37,,26247,870365,Slovakia
568,Sima - Slobodna,41,3.0,4,,42626,868604,Slovakia
569,DMS - Ďalšia vlna,30,1.0,3,(x1),138347,867886,Slovakia
570,Camila Cabello - Don't Go Yet,43,,17,,35111,866177,Slovakia
571,Benson Boone - Slow It Down,32,,84,,35942,866042,Slovakia
572,Hard Rico - Mě Nedostanou,10,1.0,8,,156899,865524,Slovakia
573,Dominika Mirgova - Stastne a vesele - Original Verzia,23,,14,,119544,861844,Slovakia
574,Ektor - Kancelář - Official Remix,91,,111,,12992,861174,Slovakia
575,Cardi B - I Like It,72,8.0,8,,25016,861131,Slovakia
576,Beny Jr - Sigue,32,,85,,32651,859149,Slovakia
577,Avicii - The Nights,83,,23,,20156,857122,Slovakia
578,Kali - Je Mi...,73,,39,,15467,854961,Slovakia
579,Dominika Mirgova - Spomaliť,45,,23,,31885,853222,Slovakia
580,Don Toliver - NEW DROP,26,,39,,44775,852452,Slovakia
581,Måneskin - GOSSIP,35,,37,,33545,847836,Slovakia
582,Separ - Uuuu,14,3.0,2,(x1),262990,843116,Slovakia
583,Lady Gaga - Poker Face,34,,103,,30371,841206,Slovakia
584,Loko Loko - Kool G Rap,31,3.0,1,(x1),87456,838848,Slovakia
585,LISA - MONEY,30,3.0,7,,65538,836975,Slovakia
586,Zedd - The Middle,80,4.0,10,,21102,836591,Slovakia
587,Momo - Vyrobím tlak,28,3.0,3,(x1),79283,833512,Slovakia
588,Ricchi E Poveri - Sarà perché ti amo,36,,60,,30137,832072,Slovakia
589,Selena Gomez - Back To You,71,8.0,2,(x1),30570,827217,Slovakia
590,Arctic Monkeys - Why'd You Only Call Me When You're High?,51,,84,,20703,826309,Slovakia
591,Kontrafakt - Si Sa Namotal,25,6.0,6,,122484,825915,Slovakia
592,Teddy Swims - The Door,33,,131,,27759,823177,Slovakia
593,Marshmello - Leave Before You Love Me,49,,52,,22090,822045,Slovakia
594,Selena Gomez - Lose You To Love Me,37,3.0,2,(x3),83663,818643,Slovakia
595,Selena Gomez - Wolves,70,9.0,1,(x1),31344,817807,Slovakia
596,Moja Reč - Lietačky,51,,50,,20900,817444,Slovakia
597,Pitbull - Timber,77,18.0,1,(x12),36759,816786,Slovakia
598,David Guetta - Crazy What Love Can Do,41,,40,,26745,814956,Slovakia
599,The Chainsmokers - Takeaway,52,1.0,10,,28485,813179,Slovakia
600,Rihanna - Lift Me Up,24,2.0,4,,65813,813143,Slovakia
601,Yzomandias - Novej Svět,24,3.0,7,,81021,813100,Slovakia
602,Central Cee - LET GO,24,3.0,6,,97109,812409,Slovakia
603,Gleb - Go Go Go,55,3.0,2,(x1),62911,811440,Slovakia
604,Drake - Toosie Slide,30,4.0,4,,57223,810906,Slovakia
605,Mitski - My Love Mine All Mine,28,,47,,33892,809505,Slovakia
606,Kontrafakt - Ideme Dnu,24,6.0,5,,132559,809439,Slovakia
607,Tiësto - Ritual,63,,30,,20571,807513,Slovakia
608,Tiësto - Jackie Chan,62,11.0,3,(x1),32057,806901,Slovakia
609,Separ - Royal,80,,16,,21454,806610,Slovakia
610,Surf Mesa - ily,32,,13,,34194,805065,Slovakia
611,Galantis - Heartbreak Anthem,46,,38,,26939,804445,Slovakia
612,Sima - Bohyne,43,,42,,54960,803232,Slovakia
613,Perry Como - It's Beginning to Look a Lot Like Christmas,38,,19,,51275,802967,Slovakia
614,Central Cee - BAND4BAND,17,1.0,9,,103274,802130,Slovakia
615,Separ - Hej,17,1.0,9,,187727,800168,Slovakia
616,Ndotz - Embrace It,17,,11,,74564,800025,Slovakia
617,Ed Sheeran - Perfect,95,6.0,5,,21695,799210,Slovakia
618,Lauv - i'm so tired...,61,5.0,7,,26522,798577,Slovakia
619,Separ - Hejtklub12,10,1.0,9,,213828,798109,Slovakia
620,BTS - Dynamite,41,,15,,40224,797642,Slovakia
621,Bad Bunny - DtMF,20,,13,,85558,797415,Slovakia
622,Drake - Rich Flex,27,1.0,5,,60180,797242,Slovakia
623,Bakermat - Baianá,31,,74,,37503,797095,Slovakia
624,Viktor Sheen - Království,21,2.0,2,(x1),106431,794790,Slovakia
625,Rihanna - Breakin' Dishes,25,,53,,42534,793824,Slovakia
626,Calin - Růže,58,,13,,28552,792767,Slovakia
627,Calvin Harris - Summer,84,20.0,1,(x13),34643,792503,Slovakia
628,Lost Frequencies - Are You With Me,80,4.0,8,,28694,791818,Slovakia
629,Separ - Flow Kmeť,25,,18,,116591,791252,Slovakia
630,Majk Spirit - KURT,49,,20,,30713,790463,Slovakia
631,Surf Curse - Freaks,49,,59,,22271,788058,Slovakia
632,The Weeknd - The Hills,115,9.0,6,,24313,787184,Slovakia
633,Nerieš - Hello,21,1.0,4,,107049,786001,Slovakia
634,Shimmi - KATE MOSS,19,,14,,73821,785863,Slovakia
635,Nat King Cole - The Christmas Song (Merry Christmas To You),33,,29,,67234,785840,Slovakia
636,Pil C - Klub bývalých,29,,13,,74929,784420,Slovakia
637,The Weeknd - Heartless,42,1.0,3,(x1),54580,784336,Slovakia
638,Metro Boomin - Superhero (Heroes & Villains) [with Future & Chris Brown],32,,30,,45170,779729,Slovakia
639,Cigarettes After Sex - Apocalypse,41,,113,,27335,779339,Slovakia
640,Kendrick Lamar - HUMBLE.,84,5.0,2,(x1),38684,778640,Slovakia
641,Sergei Barracuda - Směj se teď,17,1.0,7,,90650,778273,Slovakia
642,Drake - One Dance,75,21.0,1,(x11),21757,777070,Slovakia
643,Nathan Evans - Wellerman - 220 KID x Billen Ted Remix,35,,28,,31759,776114,Slovakia
644,Koky - SOS,36,,23,,34031,773652,Slovakia
645,Nerieš - MISSHIT,21,,26,,71071,773455,Slovakia
646,Dalyb - 4eva,39,,21,,43923,772289,Slovakia
647,Jax Jones - Where Did You Go?,36,,35,,31472,772109,Slovakia
648,Rohony - Letná,20,,31,,63331,769545,Slovakia
649,Sia - Floating Through Space,37,,35,,29074,768807,Slovakia
650,Dame - Zrazu,38,2.0,4,,56262,768792,Slovakia
651,Nerieš - Viem to,26,4.0,4,,96595,768307,Slovakia
652,Nik Tendo - Malá Biš,44,1.0,7,,49781,767720,Slovakia
653,Jack Harlow - First Class,25,5.0,5,,54493,766095,Slovakia
654,The Weeknd - Call Out My Name,48,5.0,1,(x2),41371,765785,Slovakia
655,Separ - Hejtklub 10,18,,11,,174049,761649,Slovakia
656,Dalyb - Skrjud,64,1.0,6,,29156,760905,Slovakia
657,WALK THE MOON - Shut Up and Dance,96,,16,,26733,760532,Slovakia
658,Tom Grennan - Little Bit of Love,39,,35,,26276,759354,Slovakia
659,Dua Lipa - Physical,39,,15,,36212,758176,Slovakia
660,Separ - Hajzlos,16,2.0,6,,107275,755523,Slovakia
661,Separ - Neviem,10,,13,,202722,753678,Slovakia
662,Doechii - Anxiety,13,3.0,4,,104876,753244,Slovakia
663,Pitbull - Time of Our Lives,56,6.0,6,,36742,753108,Slovakia
664,Kygo - Born To Be Yours,63,4.0,8,,25843,752602,Slovakia
665,Kontrafakt - Real Newz,23,4.0,6,,137315,751941,Slovakia
666,Samey - ruky,40,2.0,2,(x1),64792,751775,Slovakia
667,DJ Khaled - POPSTAR,43,,15,,38798,751249,Slovakia
668,Arctic Monkeys - Do I Wanna Know?,156,,21,,17972,751085,Slovakia
669,Lubomír Lipský - Těšíme Se Na Ježíška,20,,21,,99658,750661,Slovakia
670,Juice WRLD - Come & Go,46,,18,,32082,748446,Slovakia
671,Rytmus - Nezastaviteľný,63,,65,,17039,747914,Slovakia
672,Separ - Čo Odo Mňa Chcete,36,3.0,2,(x1),73383,747887,Slovakia
673,Duncan Laurence - Arcade,39,,19,,30294,747186,Slovakia
674,Zayo - YYASMIN,62,1.0,8,,31108,745830,Slovakia
675,iñigo quintero - Si No Estás,20,2.0,8,,75888,745806,Slovakia
676,Separ - Stále,17,,12,,170212,745119,Slovakia
677,David Guetta - When We Were Young (The Logical Song),29,,112,,31041,743234,Slovakia
678,Samey - stale hladam,28,,19,,76885,742722,Slovakia
679,Justin Bieber - Lonely,30,2.0,9,,40419,742353,Slovakia
680,Ewa Farna - Vanoce Na Miru,19,,19,,105993,739989,Slovakia
681,Ellie Goulding - Close To Me,55,,11,,22091,739601,Slovakia
682,Lil Nas X - Old Town Road,39,10.0,4,,32829,739326,Slovakia
683,Lil Peep - Save That Shit,99,,48,,11988,738750,Slovakia
684,Lizzo - About Damn Time,29,,12,,45585,737324,Slovakia
685,Kontrafakt - Playbackaris,22,5.0,5,,142761,734590,Slovakia
686,Lil Tecca - Ransom,53,,13,,28622,734324,Slovakia
687,NF - Let You Down,76,6.0,7,,20802,734280,Slovakia
688,Ed Sheeran - South of the Border,47,1.0,8,,38034,734192,Slovakia
689,Ariana Grande - no tears left to cry,58,7.0,1,(x1),35968,732941,Slovakia
690,Burl Ives - A Holly Jolly Christmas - Single Version,33,,18,,43569,732805,Slovakia
691,The Weeknd - In Your Eyes,37,1.0,6,,48518,732135,Slovakia
692,AC/DC - Highway to Hell,63,,40,,47286,731528,Slovakia
693,Separ - Z ulíc von,10,,11,,208560,731516,Slovakia
694,Surfaces - Sunday Best,33,,14,,35648,731364,Slovakia
695,Cico Band - Piatoček,29,,17,,47138,725722,Slovakia
696,Robin Schulz - In Your Eyes,49,,64,,17884,725172,Slovakia
697,Nerieš - Naspäť domov,16,2.0,5,,89798,723615,Slovakia
698,Arcane - Ma Meilleure Ennemie - from the series Arcane League of Legends,14,2.0,2,(x1),130236,721799,Slovakia
699,Ben Cristovao - omluva,13,4.0,6,,103684,720276,Slovakia
700,Vadak - Vitej,33,,82,,24869,720065,Slovakia
701,TWISTED - WORTH NOTHING - Fast & Furious: Drift Tape/Phonk Vol 1,24,,21,,39858,719730,Slovakia
702,Calvin Harris - My Way,59,12.0,4,,25986,719136,Slovakia
703,BENEE - Supalonely,30,,19,,30814,718380,Slovakia
704,Sia - Cheap Thrills,88,22.0,1,(x1),21489,717589,Slovakia
705,Rytmus - Žijeme podľa,40,,28,,29475,717209,Slovakia
706,Portugal. The Man - Feel It Still,70,,11,,17750,716697,Slovakia
707,d4vd - Romantic Homicide,32,,51,,25741,716374,Slovakia
708,Drake - God's Plan,52,12.0,2,(x2),32298,716129,Slovakia
709,Calvin Harris - Miracle,30,,62,,28841,716107,Slovakia
710,JVKE - golden hour,31,,49,,28698,715798,Slovakia
711,Gleb - MIG-MIG,17,1.0,8,,98822,713653,Slovakia
712,REDZED - Rave in the Grave,52,,63,,19695,710928,Slovakia
713,Sam Feldt - Post Malone,59,,27,,21031,709464,Slovakia
714,The Chainsmokers - Don't Let Me Down,88,18.0,3,(x1),18016,708999,Slovakia
715,Ariana Grande - positions,30,1.0,9,,41382,707846,Slovakia
